seq_name,duplicate_seqs
KY408173.1,KY408197.1;KY408217.1
JQ324773.1,JQ324780.1;JQ324893.1
KY409710.1,KY410019.1;KY410203.1;KY410206.1
EU482349.1,KF874345.1
KY409238.1,KY409485.1;KY409683.1;KY409997.1;KY410008.1;KY410020.1;KY410115.1
KU683303.1,KU683411.1
MF043461.1,MF043498.1
EU092809.1,EU092810.1
HM771221.1,HM771223.1
MF043479.1,MF043497.1
MF058029.1,MF058510.1
KC346130.1,KC346147.1
EU092838.1,KJ446417.1
KY408354.1,KY408420.1;KY408434.1;KY408484.1;KY408528.1;KY408537.1;KY408556.1;KY408565.1;KY408577.1;KY408635.1;KY408688.1;KY408696.1;KY408698.1;KY408716.1;KY408735.1;KY408802.1
AY339422.1,AY339423.1;AY339425.1;KF161957.1;KY671071.1
KY645933.1,KY645936.1
HQ700849.1,HQ700852.1
JF824902.2,JF824995.2
KU683079.1,KU683262.1
KX457076.1,KX457080.1
KY409731.1,KY409877.1
MF522935.1,MF522960.1
AY922259.1,AY922260.1
KF148493.1,KF148503.1
KT726073.1,KT726074.1;KT726090.1;KT726098.1;KT726120.1;KT726130.1
HM036538.1,HM036541.1
KX457206.1,KX457218.1;KX457224.1
JX303770.1,JX303905.1
KX456438.1,KX456441.1;KX456442.1;KX456448.1
MG571136.1,MG571140.1;MG571150.1
KC345882.1,KC346177.1
KJ959229.1,KJ959230.1
DQ282425.1,DQ282426.1;DQ282427.1
KT213748.1,KT213749.1;KT213751.1;KT213752.1;KT213754.1;KT213755.1;KT213762.1;KT213765.1;KT213766.1;KT213768.1;KT213770.1;KT213772.1;KT213774.1;KT213775.1;KT213776.1;KT213783.1;KT213786.1;KT213787.1;KT213789.1;KT213792.1;KT213794.1;KT213799.1;KT213802.1;KT213804.1;KT213806.1;KT213808.1;KT213812.1;KT213814.1;KT213815.1;KT213816.1;KT213817.1;KT213818.1;KT213821.1;KT213824.1;KT213825.1;KT213828.1
JX153309.1,KF163018.1
KU682906.1,KU682968.1;KU682979.1;KU683019.1
KC346138.1,KC346151.1
FJ348208.1,FJ348211.1
JX153268.1,JX153810.1;JX153949.1;KF162899.1
JX153730.1,KF162337.1;KF162767.1
MG272763.1,MG272764.1
KU683189.1,KU683489.1;KU683522.1
KU683013.1,KU683038.1;KU683051.1;KU683472.1
EU660538.1,EU660558.1;EU660559.1;EU660560.1;EU660561.1;EU660562.1;EU660563.1;EU660564.1;EU660565.1;EU660566.1;EU660567.1;EU660568.1;EU660569.1;KF874362.1;KF874363.1;KF874364.1;KF874365.1;KF874366.1
KU683073.1,KU683136.1
KF451187.1,KF451536.1
AY495091.1,AY495092.1;AY495097.1
JX297191.1,JX297192.1
KF540640.1,KF540653.1
JX153230.1,JX153263.1;JX153542.1;JX153568.1;KF162821.1
KP017256.1,KP017258.1
KT213782.1,KT213785.1
KF541033.1,KF541039.1
KY408996.1,KY409554.1;KY409662.1;KY409761.1
HM641132.1,KC152581.1
EF153793.1,FJ147306.1
KF148260.1,KF148293.1;KF148420.1
MF056039.1,MF056322.1
EU597545.1,EU597557.1;KJ446447.1;KJ446449.1;KJ446450.1;KJ446451.1;KJ446452.1;KJ446453.1;KJ446454.1;KJ446455.1;KJ446456.1;KJ446457.1;KJ446458.1;KJ446459.1;KJ446460.1;KJ446461.1;KJ446462.1;KJ446463.1;KJ446464.1;KJ446466.1
JX303774.1,JX303842.1;MF058411.1
KF148262.1,KF148301.1;KF148378.1
KC345808.1,KC345827.1;KC345984.1;KC345986.1
JX900772.1,JX900801.1
MG244221.1,MG244224.1
FJ383569.1,FJ383571.1
MG272900.1,MG272910.1
MF057601.1,MF057661.1;MF057784.1;MF058437.1
KF540617.1,KF540621.1;KF540628.1
FJ383366.1,FJ383367.1
FJ383547.1,FJ383549.1
KY408897.1,KY409033.1;KY409052.1;KY409106.1;KY409130.1;KY409183.1
JQ702931.1,JQ703365.1
KJ154864.1,KJ154869.1
KY645706.1,KY645708.1;KY645710.1
KY408180.1,KY408232.1;KY408242.1
KU683216.1,KU683364.1
FJ383384.1,FJ383385.1;FJ383387.1;FJ383388.1;FJ383389.1
KF148415.1,KF148427.1
KY409903.1,KY410116.1
AP008829.1,AP011044.1
FJ383577.1,FJ383578.1;FJ383579.1;FJ383582.1;FJ383584.1;FJ383585.1;FJ383587.1
HQ659692.1,JN561303.1
MF056541.1,MF056572.1;MF056734.1;MF056867.1;MF057156.1
MG272980.1,MG272988.1
KX440199.1,KX440202.1
JX900327.1,JX900330.1;JX900686.1
KF161151.1,KF161739.1
DQ341083.1,DQ341084.1;EU915475.1
FJ460542.1,FJ460555.1
DQ304963.1,DQ304964.1
MG429010.1,MG429011.1
DQ304979.1,DQ304980.1
KJ154201.1,KJ154292.1
EU926618.1,JQ702792.1
KT726061.1,KT726075.1
KX788150.1,KX788152.1
AP008692.1,AP010706.1
FJ467985.1,FJ467986.1
KY409193.1,KY409324.1;KY409493.1;KY409546.1;KY409714.1;KY409791.1;KY409852.1
JX171090.1,KY695248.1
KT726067.1,KT726150.1
JX153940.1,JX154027.1
FJ383559.1,FJ383562.1;FJ383567.1;FJ383570.1;FJ383573.1
MF056426.1,MF056786.1
KY409392.1,KY409631.1
FJ194438.1,FJ348157.1
KY824906.1,KY825031.1
MG272863.1,MG272877.1
KY620272.1,KY671053.1
JQ705806.1,MH542465.1
MG571124.1,MG571132.1
KC622263.1,KC622264.1
KF148165.1,KF148320.1
MG272636.1,MG272651.1
KC345872.1,KC345875.1
MF362769.1,MF362937.1
JX153210.1,JX153555.1;JX171104.1;KY771078.1
KC345874.1,KC345885.1
KY645812.1,KY645814.1;KY645817.1
EU545471.1,EU545472.1
KC346218.1,KC346219.1
FJ383514.1,FJ383515.1;FJ383516.1;FJ383517.1;FJ383520.1;FJ383521.1;FJ383535.1
KU131345.1,KU131346.1
KX456551.1,KX456557.1
KX456963.1,KX456968.1;KX456970.1;KX457159.1
MF055785.1,MF055789.1;MF056277.1;MF056514.1;MF056548.1;MF056554.1;MF056556.1;MF056558.1;MF056707.1;MF057013.1;MF057048.1;MF057055.1;MF057072.1;MF057184.1;MF057356.1
KJ446694.1,KJ446695.1;KJ446696.1;KJ446698.1;KJ446699.1;KJ446700.1
EU660548.1,EU660549.1;EU660550.1
FJ383386.1,FJ383390.1
KF148417.1,KF148424.1;KF148585.1
KX456518.1,KX457006.1;KX457007.1;KX457008.1
EU597527.1,KJ446103.1
KM096773.1,MG748729.1
KY408154.1,KY408235.1;KY408251.1
JX900849.1,JX900856.1
KU683157.1,KU683181.1;KU683196.1
JQ703115.1,JQ703190.1
DQ523675.1,DQ523680.1
JX153264.1,JX153646.1;KF723707.1
JX153430.1,JX153662.1;JX154023.1
GU296615.1,HM142902.1
MF055757.1,MF055762.1
MF362946.1,MF362948.1
KY645776.1,KY645777.1;KY645778.1;KY645780.1
JF431053.1,JF431054.1;JF431055.1;JF431056.1;JF431057.1;JF431058.1
KX456975.1,KX457618.1
KC993942.1,KC993944.1
MF523044.1,MF523045.1;MF523046.1
KF540942.1,KF540946.1;KF540961.1
KJ154309.1,KJ154315.1
GU585491.1,GU936958.1;JQ702133.1
MF057506.1,MF057530.1;MF057699.1;MF057717.1;MF057835.1;MF057924.1;MF057932.1;MF057988.1;MF058056.1;MF058273.1;MF058274.1;MF058343.1;MF058465.1
KF148169.1,KF148200.1
AY495148.1,KF161224.1
KY409461.1,KY409502.1;KY410090.1;KY410182.1;KY410193.1
MF056842.1,MF695886.1
MF058021.1,MF058059.1
JX152840.1,JX153080.1;KF162321.1;KF162753.1
MF056814.1,MF056819.1;MF057210.1
KF148167.1,KF148182.1;KF148185.1;KF148186.1;KF148191.1
KY408871.1,KY408874.1;KY408951.1;KY409109.1;KY409602.1;KY409615.1;KY409618.1;KY409666.1;KY409872.1
EU600335.1,EU600343.1
KU683149.1,KU683359.1
KJ185437.1,KJ185674.1
KX456857.1,KX457359.1
JX152892.1,JX153469.1;JX153961.1
KJ446339.1,KJ446340.1
JX900391.1,JX900790.1;JX900805.1
GU122978.1,GU123015.1;GU371909.1
KF148463.1,KF148546.1
EU849002.1,JQ703026.1
JX153206.1,JX153631.1;JX171093.1
JX900530.1,JX900793.1
MF695948.1,MF695953.1;MF695956.1;MF695966.1;MF695969.1;MF695970.1
KC346235.1,KC346244.1
KY408262.1,KY408265.1;KY408289.1;KY408297.1;KY408362.1;KY408467.1;KY408501.1;KY408542.1;KY408816.1;KY408821.1
KY409530.1,KY409928.1
KJ154301.1,KJ154308.1;KJ154461.1
KF540855.1,KF540860.1;KF540872.1;KF540874.1
KC345854.1,KC345995.1;KC345996.1;KC346001.1
JQ324788.1,JQ324812.1
KJ154307.1,KJ154385.1;KJ154406.1;KJ154432.1;KJ154453.1;KJ154460.1
EU935434.1,EU935437.1;EU935464.1;EU935467.1
KF161143.1,KF161902.1
KU682886.1,KU682905.1;KU682920.1
KF451138.1,KF451149.1
KJ856691.1,KJ856707.1
KC345866.1,KC345889.1;KC345890.1
KF540859.1,KF540880.1
DQ304897.1,DQ304898.1
HM171273.1,HM171274.1
EU600368.1,KJ446002.1;KJ446003.1;KJ446004.1
KF148518.1,KF148521.1
DQ301810.1,KC911594.1
JQ705420.1,MG031172.1
KJ154216.1,KJ154445.1
KJ446612.1,KJ446613.1;KJ446617.1;KJ446618.1;KJ446620.1;KJ446621.1;KJ446625.1;KJ446626.1;KJ446627.1;KJ446628.1
EF184611.1,EU092966.1
JQ705394.1,JQ797858.1;KC853448.1
JQ705580.1,MG646179.1
JX152853.1,JX152877.1;JX153144.1;JX153369.1;JX153772.1;JX153774.1;MF523154.1
KX456675.1,KX456676.1
KC345923.1,KC345926.1
MF055977.1,MF056002.1;MF056014.1;MF056048.1;MF056067.1;MF056068.1;MF056136.1;MF056173.1;MF056174.1;MF056206.1;MF056216.1;MF056226.1;MF056259.1;MF056308.1;MF056309.1;MF056375.1;MF056380.1;MF056447.1;MF056478.1;MF056590.1;MF056626.1;MF056789.1;MF056848.1;MF056894.1;MF056932.1;MF056937.1;MF056942.1;MF056944.1;MF057001.1;MF057018.1;MF057044.1;MF057058.1;MF057131.1;MF057134.1;MF057185.1;MF057197.1;MF057214.1
JQ705424.1,JQ705811.1
KJ185439.1,KJ185578.1;KJ185859.1;KJ185889.1;KJ185916.1
MG272939.1,MG272944.1;MG272978.1
KC993914.1,KC993922.1
MG273116.1,MG273127.1;MG273134.1
FJ383696.1,FJ383697.1;FJ383699.1
KJ154411.1,KJ154418.1
KF451010.1,MF523166.1
JX153208.1,JX153216.1;JX153597.1;JX154066.1;JX171100.1;JX171101.1
KU683135.1,KU683542.1
JX900534.1,JX900543.1
AY339407.1,AY339408.1
MG272934.1,MG273051.1
MF058100.1,MF058101.1;MF058102.1
KP172396.1,KP172411.1
KU523289.1,KU523291.1
JX900514.1,JX900527.1
KX456781.1,KX456790.1
KU867582.1,KU867604.1
MF695950.1,MF695996.1;MF696060.1;MF696073.1
JX900403.1,JX900503.1;JX900567.1;JX900664.1
JX900512.1,JX900518.1;JX900524.1
KF451792.1,KF451795.1
MF057484.1,MF057525.1
KY408972.1,KY408975.1
KU682892.1,KU682909.1
KJ856689.1,KJ856717.1;KJ856745.1
KC251761.1,KC252366.1;KC252407.1
KP172346.1,KP172347.1
GU392082.1,GU392083.1
KY408286.1,KY408379.1;KY408406.1;KY408466.1;KY408508.1;KY408615.1;KY408781.1;KY408808.1
MF381443.1,MF381452.1
MF058439.1,MF058447.1
KX456748.1,KX456752.1
KC622155.1,KC622191.1;KC622194.1
KJ154214.1,KJ154748.1
MF057874.1,MF057973.1
JX900381.1,JX900388.1
JX153192.1,JX153820.1;JX153846.1
KX456710.1,KX456711.1;KX456721.1;KX456727.1;KX456728.1
JF824826.2,JF824919.2
EU600347.1,KJ446333.1
JX153190.1,JX153609.1
KY645621.1,KY645790.1;KY645798.1;KY645805.1;KY645807.1;KY645808.1
KY680930.1,KY680931.1
KU521476.1,KU521478.1
KF161135.1,KF161929.1
FJ383598.1,FJ383602.1;FJ383604.1
MF057399.1,MF057403.1
KJ154236.1,KJ154399.1
JN655800.1,MF695968.1;MF695972.1;MF695984.1;MF696001.1;MF696008.1;MF696009.1;MF696028.1;MF696070.1;MF696079.1
JX900694.1,JX900696.1;JX900707.1
JF979199.1,JF979200.1;JQ705814.1
MF058187.1,MF058549.1
MF056098.1,MF056796.1;MF056803.1
MF057631.1,MF057633.1;MF057651.1;MF058238.1;MF058257.1
MG672484.1,MG672493.1;MG672500.1
FJ748729.1,FJ748755.1
KF450816.1,KF450819.1;KF450821.1;KF450824.1;KF450858.1;KF450898.1
KX456619.1,KX456989.1
MG571137.1,MG571141.1
HQ384187.1,HQ384188.1
KC993926.1,KC994058.1;KC994092.1
EU725618.2,EU725619.2;KF874328.1
AP008479.1,AP011008.1
MF498687.1,MF498688.1
KF540756.1,KF540761.1;KF540765.1;KF540779.1;KF540894.1
KY409283.1,KY409376.1
JQ798044.1,JQ798045.1
MF057858.1,MF057876.1
DQ523649.1,DQ523651.1;DQ523660.1
KC345951.1,KC345983.1;KC346050.1;KC346051.1;KC346056.1;KC346057.1;KC346064.1
MG571115.1,MG571139.1;MG571145.1;MG571147.1
KF161833.1,KF161941.1
MF695869.1,MF695893.1
KY680809.1,KY680810.1
JX303872.1,JX303887.1;JX303908.1
KY409503.1,KY409619.1;KY409847.1;KY410153.1
KC765917.1,MG546008.1
FJ383781.1,FJ383787.1;FJ383788.1;FJ383800.1
KX456443.1,KX456670.1
KF540770.1,KF540783.1
FJ656214.1,FJ656216.1;FJ656217.1
JF824828.2,JF824921.2
KX457156.1,KX457168.1;KX457169.1;KX457170.1;KX457172.1;KX457173.1;KX457277.1
AY339477.2,AY339480.2;AY339483.2;AY339485.2;AY339486.2;AY339487.2
KF540578.1,KF540580.1
KJ676775.1,KJ676776.1;KJ676779.1;KJ676785.1;KJ676789.1
KY645896.1,KY645897.1;KY645899.1;KY645901.1;KY645935.1
HM803933.1,HM856585.1
KY645670.1,KY645673.1
KF540964.1,KF540965.1;KF540969.1;KF540976.1;KF540978.1;KF540979.1;KF540985.1;KF540986.1;KF540988.1;KF540990.1;KF540992.1;KF540993.1;KF541002.1;KF541003.1;KF541004.1
KJ185575.1,KJ185868.1;KJ185873.1
FJ383791.1,FJ383792.1
KY595655.1,KY595656.1
KJ856766.1,KJ856782.1
KX456732.1,KX457307.1;KX457322.1;KX457326.1
KY645690.1,KY645692.1;KY645694.1;KY645699.1
EU935442.1,EU935446.1;EU935448.1
KY409698.1,KY409717.1
AY339467.2,AY339468.2;AY339469.2
JQ705072.1,JQ705271.1
EU482314.1,EU482317.1;FJ951561.1
MF057947.1,MF057948.1
KX457270.1,KX457274.1
EU273481.1,EU273495.1
FJ383224.1,FJ383227.1;FJ383232.1
AY495304.1,KM101781.1
MF055801.1,MF055831.1;MF055869.1;MF055906.1;MF057371.1;MF057499.1;MF057613.1;MF057647.1;MF057680.1;MF057684.1;MF057685.1;MF057757.1;MF057772.1;MF057812.1;MF057826.1;MF057892.1;MF057957.1;MF057958.1;MF057965.1;MF058000.1;MF058015.1;MF058019.1;MF058022.1;MF058031.1;MF058057.1;MF058109.1;MF058300.1;MF058314.1;MF058328.1;MF058337.1;MF058388.1;MF058390.1;MF058452.1;MF058453.1;MF058570.1
KJ185779.1,KJ185993.1
JX900389.1,JX900395.1;JX900454.1
MF058350.1,MF058352.1
KY409027.1,KY409195.1
AP008406.1,AP008443.1;AP008522.1;AP008824.1;AP008832.1;AP008882.1
JX153247.1,JX153249.1
MF522859.1,MF522876.1
KX456744.1,KX456746.1
MF057783.1,MF058030.1
MF056498.1,MF056518.1
KJ185567.1,KJ185568.1;KJ185579.1;KJ185927.1;KJ185929.1
JX900371.1,JX900383.1;JX900434.1;JX900436.1;JX900437.1;JX900445.1;JX900494.1;JX900507.1;JX900528.1;JX900546.1;JX900574.1;JX900626.1;JX900695.1;JX900712.1;JX900714.1;JX900717.1;JX900718.1;JX900764.1;JX900781.1;JX900807.1;JX900831.1;JX900850.1
AP008404.1,AP008711.1;AP009420.1
KC911579.1,KJ446697.1
KC346152.1,KC346171.1
KY408390.1,KY408794.1
KF874334.1,KF874338.1;KF874339.1
MF057400.1,MF057425.1
JX152990.1,JX153199.1
JX900722.1,JX900725.1
FJ383220.1,FJ383221.1;FJ383222.1;FJ383235.1
KU682995.1,KU683560.1
EU443462.1,EU443464.1
KX228163.1,KX228164.1;KX228165.1
KJ154557.1,KJ154606.1;KJ154618.1
KR858867.1,KU933328.1
JF824832.2,JF824925.2
JX153698.1,JX153928.1
JF431061.1,JF431062.1
FJ383200.1,FJ383203.1
KJ446218.1,KJ446219.1
MF057955.1,MF695923.1
KJ154264.1,KJ154916.1
MF696116.1,MF696126.1
JX153707.1,JX153776.1
KJ154805.1,KJ154813.1;KJ154827.1;KJ154831.1
KJ154559.1,KJ154612.1
KF161139.1,KF161729.1
JX900730.1,JX900811.1;JX900823.1;JX900830.1
KJ446630.1,KJ446631.1;KJ446632.1;KJ446634.1;KJ446636.1;KJ446637.1;KJ446638.1;KJ446639.1
MF056193.1,MF056198.1
JN214428.1,JQ704445.1
JX154032.1,KF162929.1;KF162948.1
KJ446518.1,KJ446519.1
KU682880.1,KU682896.1;KU683320.1;KU683419.1
EU742156.1,EU742161.1
KC346135.1,KC346141.1;KC346143.1
JN383991.1,KC137255.1
KF540508.1,KF540520.1;KF540529.1;KF540541.1;KF540856.1
EU092690.1,EU092910.1;MF057808.1;MF057815.1
MG272830.1,MG272834.1
MF055803.1,MF055864.1;MF057367.1;MF057385.1;MF057620.1;MF057715.1;MF057724.1;MF057726.1;MF057769.1;MF057822.1;MF057838.1;MF058074.1;MF058313.1;MF695925.1;MF695936.1;MF695946.1
KY408902.1,KY408947.1;KY409010.1;KY409533.1;KY409675.1;KY409901.1;KY410174.1
KX456956.1,KX456969.1
KJ801402.1,KM213520.1
KJ185640.1,KJ185911.1
KX457654.1,KX457665.1
GQ129179.1,GQ129183.1
JQ324752.1,KJ446303.1
MF381550.1,MF381552.1
KC257325.1,KC257329.1;KC257330.1
MF523168.1,MF523193.1;MF523194.1;MF523207.1
MG637084.1,MG637085.1;MG637086.1
AP009463.1,AP010705.1
MF523136.1,MF523183.1
MF057609.1,MF057610.1
KF451350.1,KF451354.1;KF451356.1;KF451357.1;KF451365.1
KY409273.1,KY409336.1
AP008342.1,AP008454.1
KY408653.1,KY408813.1
DQ304998.1,DQ305001.1;DQ305004.1
KF564293.1,KF577588.1
MF043450.1,MF043500.1
JX153682.1,JX153992.1
KF540556.1,KF540557.1;KF540593.1
KP172313.1,KP172317.1;KP172318.1;KP172319.1
JF824846.2,JF824939.2
MF991439.1,MF991443.1;MF991444.1
JX153251.1,MF497511.1
KX457490.1,KX457498.1
MF056699.1,MF056885.1
MF522918.1,MF522919.1
KY408857.1,KY408878.1;KY409128.1;KY409468.1;KY409924.1
MF057238.1,MF057242.1
FJ348166.1,FJ348167.1;FJ348168.1;FJ348169.1
JQ324726.1,JQ324825.1
JX303783.1,JX303912.1
KJ445904.1,KJ445905.1;KJ445906.1
GU810063.1,GU810064.1;HM238216.1
JF824854.2,JF824947.2
EF153796.1,EF153815.1
KF162667.1,KF451415.1
KT897692.1,KU323505.1
KX457514.1,KX457517.1
EU092928.1,EU092929.1
EF064339.1,FJ939330.1
GU810061.1,GU810067.1;GU810068.1
KF631318.1,KF631319.1
MG429006.1,MG429008.1
AY882407.1,DQ282510.1;DQ282511.1
GU296601.1,KJ446101.1
KJ185494.1,KJ185495.1;KJ185496.1;KJ185498.1;KJ185499.1;KJ185501.1;KJ185503.1;KJ185506.1;KJ185508.1;KJ185755.1
KJ185513.1,KJ185514.1;KJ185515.1
KY645904.1,KY645906.1
MF058277.1,MF058279.1
KC994062.1,KC994077.1
MF522930.1,MF522943.1
KY409271.1,KY410053.1
KJ446177.1,KJ446178.1
FJ825753.1,FJ887963.1
KU682930.1,KU683445.1
KU682950.1,KU683128.1;KU683496.1
KX456783.1,KX456784.1;KX456795.1;KX456796.1;KX456803.1;KX457478.1;KX457606.1
KT725987.1,KT726019.1
JX141361.1,MF522867.1;MF523068.1
KU682945.1,KU683548.1
KU683177.1,KU683286.1
EU564851.1,JQ702911.1
JX171130.1,JX171131.1
KJ446212.1,KJ446213.1;KJ446214.1
JQ705502.1,MG011475.1
MF056851.1,MF056856.1
JN214400.1,JN214401.1
MF056081.1,MF056411.1
KC711014.1,KC711015.1;KC711016.1
HM185221.1,HM185222.1
JF284817.1,JF284818.1
KY408274.1,KY408381.1;KY408648.1
KJ446058.1,KJ446059.1
MF056341.1,MF056461.1;MF057031.1;MF057159.1;MF057168.1;MF057181.1
GU147938.1,HM214761.1
KJ185545.1,KJ185858.1
KF161811.1,KF161813.1
KY408272.1,KY408469.1
KT726060.1,KT726062.1;KT726078.1;KT726082.1;KT726089.1;KT726116.1;KT726124.1
KY923831.1,KY923832.1;KY923835.1;KY923837.1;KY923838.1;KY923839.1;KY923840.1;KY923863.1
KY409540.1,KY410098.1
KX457653.1,KX457658.1
KY645847.1,KY645848.1;KY645863.1;KY645866.1
EU092955.1,EU092957.1
KX456958.1,KX457461.1
MF695999.1,MF696000.1
KU683237.1,KU683287.1;KU683484.1
KU683070.1,KU683327.1;KU683336.1;KU683447.1;KU683520.1
AY495178.1,AY495181.1;AY495182.1;KM101829.1
JX900673.1,JX900683.1;JX900684.1
KC711028.1,KC711029.1;KC711030.1
MG273068.1,MG273069.1
KF451220.1,KF451255.1
MF523041.1,MF523042.1
KF540572.1,KF540590.1
JX900812.1,JX900813.1
MF057662.1,MF057841.1
JX900618.1,JX900809.1
KU686534.1,KU686535.1
FJ383647.1,FJ383649.1
JX900614.1,JX900631.1
GU122997.1,GU123009.1
JQ245739.1,JQ245740.1
KX456972.1,KX456976.1
KY645529.1,KY645915.1
JQ324608.1,JQ324648.1
DQ282473.1,DQ282474.1
KY408293.1,KY408303.1;KY408357.1;KY408370.1;KY408392.1;KY408398.1;KY408473.1;KY408498.1;KY408534.1;KY408625.1;KY408626.1;KY408649.1;KY408660.1;KY408666.1;KY408668.1;KY408669.1;KY408686.1;KY408713.1;KY408787.1;KY408795.1
KJ801454.1,KJ801456.1;KJ801457.1;KJ801458.1;KJ801459.1
JX900616.1,JX900619.1
KF161711.1,KF161858.1
KU683134.1,KU683568.1
KF540611.1,KF540927.1;KF540928.1;KF540931.1;KF540937.1
KY645839.1,KY645849.1
EF153825.1,EU007848.1
KX440385.1,KX440386.1;KX440387.1
JQ704321.1,JQ705566.1
KY824854.1,KY824876.1
JX153382.1,JX153517.1
KX456791.1,KX456827.1;KX456845.1;KX456973.1
FJ951494.1,FJ951574.1
MF055791.1,MF055886.1;MF057373.1
JX900610.1,JX900617.1;JX900859.1
KU683376.1,KU683440.1
HM771127.1,HM771132.1
KC346004.1,KC346010.1
KY645566.1,KY645578.1;KY645582.1
KY408853.1,KY408856.1;KY408907.1;KY408933.1;KY408970.1;KY408979.1;KY409001.1;KY409074.1;KY409085.1;KY409092.1;KY409103.1;KY409177.1;KY409200.1;KY409213.1
MF056192.1,MF056433.1;MF056729.1;MF056869.1;MF057120.1
MF381348.1,MF381354.1
MF056683.1,MF056687.1;MF056691.1
KF540509.1,KF540534.1;KF540554.1
MG571117.1,MG571135.1;MG571148.1
DQ304916.1,DQ304917.1
MF523059.1,MF523064.1
FJ383419.1,FJ383420.1
KY824831.1,KY824833.1
KX457045.1,KX457049.1;KX457055.1
KY645831.1,KY645837.1
DQ304914.1,KM101640.1
MF057595.1,MF057597.1;MF057901.1;MF058305.1
AP008249.1,AP010692.1
KX456799.1,KX456808.1
JQ324785.1,JQ324854.1;KJ446359.1
KC763379.1,KC763381.1;KC763384.1
KT726122.1,KT726123.1
KX456931.1,KX456935.1;KX457027.1
JQ324577.1,JQ324659.1;JQ324715.1;JQ324842.1;JQ324890.1
KX457515.1,KX457518.1;KX457519.1
KU683408.1,KU683575.1
KU686640.1,KU686649.1
MF056018.1,MF056026.1;MF056028.1;MF056050.1;MF056051.1;MF056073.1;MF056078.1;MF056091.1;MF056121.1;MF056142.1;MF056167.1;MF056239.1;MF056260.1;MF056261.1;MF056288.1;MF056290.1;MF056297.1;MF056298.1;MF056324.1;MF056325.1;MF056368.1;MF056432.1;MF056438.1;MF056573.1;MF056589.1;MF056680.1;MF056701.1;MF056821.1;MF056835.1;MF056888.1;MF056916.1;MF057051.1;MF057052.1;MF057097.1;MF057111.1;MF057125.1;MF057164.1;MF057200.1;MF057211.1;MF057213.1
JQ324604.1,JQ324656.1;JQ324698.1;JQ324786.1;JQ324796.1;JQ324826.1;JQ324849.1;JQ324883.1;JQ324902.1
DQ523672.1,DQ523674.1
FJ383641.1,FJ383643.1
KU683040.1,KU683231.1
KJ154751.1,KJ154755.1
MF991436.1,MF991437.1
JQ324582.1,JQ324654.1
KX457484.1,KX457495.1
KU683160.1,KU683558.1;KU683567.1
MF055884.1,MF055903.1
KT698018.1,KT698024.1
FJ951568.1,FJ951617.1;FJ951618.1
GU392069.1,GU392071.1
MF057829.1,MF058498.1
KY645556.1,KY645559.1
JX152881.1,KF163056.1
KY409593.1,KY409932.1
KX457505.1,KX457510.1;KX457516.1;KX457521.1
JX153393.1,KF162896.1;KF162960.1
KC345841.1,KC345843.1
DQ523650.1,DQ523656.1
JX669371.1,JX669388.1
KC887463.1,KC887464.1;KC887465.1;KC887466.1;KC887467.1;KC887469.1
KJ154743.1,KJ154747.1;KJ154945.1
KT725884.1,KT725901.1
KX456763.1,KX456770.1
KY645552.1,KY645562.1
KJ856682.1,KJ856715.1;KJ856777.1;KJ856786.1
AY495253.1,AY495255.1;AY495259.1;KM101857.1
JX153395.1,JX153425.1;JX153855.1
KY408339.1,KY408368.1;KY408736.1
HQ384182.1,HQ384184.1
FJ473381.1,JQ703497.1
FJ348217.1,FJ348223.1
KX228187.1,KX228188.1;KX228189.1
EF418606.1,HM107111.1
KX457428.1,KX457434.1;KX457441.1
JX669361.1,JX669368.1;JX669378.1
KX456452.1,KX456539.1
AP008389.1,AP010753.1
KC763432.1,KC763433.1
DQ523622.1,DQ523652.1
JX303817.1,JX303823.1
KF161998.1,KF162064.1
KY408675.1,KY408714.1
MG637062.1,MG637066.1;MG637069.1;MG637070.1;MG637071.1;MG637072.1;MG637073.1;MG637074.1;MG637075.1
MF057517.1,MF058373.1
KU682917.1,KU683017.1;KU683585.1
KU683386.1,KU683443.1;KU683543.1
JN214391.1,JN214393.1
KJ923815.1,KJ923816.1
MG637054.1,MG637055.1
MF381539.1,MF381562.1
AY495221.1,AY495228.1
KF540623.1,KF540649.1
KU521499.1,KU521500.1
MF055896.1,MF055898.1
JF260938.1,JF260939.1
JQ324616.1,JQ324620.1;JQ324694.1;KF631315.1
FJ383438.1,FJ383440.1;FJ383441.1;FJ383445.1
KM986590.1,KM986596.1
JQ324610.1,JQ324668.1
MF362813.1,MF362856.1
KY645800.1,KY645815.1;KY645816.1;KY645820.1;KY645822.1;KY645826.1
KY408858.1,KY408875.1;KY409023.1;KY409032.1;KY409051.1;KY409062.1;KY409064.1;KY409077.1;KY409095.1;KY409114.1;KY409118.1;KY409149.1;KY409202.1;KY409521.1;KY410016.1
FJ383720.1,FJ383721.1
KF161489.1,KF161653.1
KC867127.1,KC867128.1
KY409237.1,KY409944.1
MG637056.1,MG637057.1;MG637058.1
JX153636.1,JX154014.1
JF824880.2,JF824973.2
MG571112.1,MG571113.1
KU686507.1,KU686521.1
JQ703847.1,KC257382.1
