Sequence,QC_Pass
AY195762.2,TRUE
AY195763.2,TRUE
AY195764.1,TRUE
AY195765.2,TRUE
AY195766.1,TRUE
AY195767.2,TRUE
AY195768.2,TRUE
AY195769.2,TRUE
AY195770.2,FALSE
AY195771.1,FALSE
AY195772.2,TRUE
AY195773.1,TRUE
AY195774.2,TRUE
AY195775.2,TRUE
AY195776.2,TRUE
AY195777.1,FALSE
AY195778.2,TRUE
AY195779.2,TRUE
AY195780.1,TRUE
AY195781.2,TRUE
AY195782.2,TRUE
AY195783.2,TRUE
AY195784.2,TRUE
AY195785.2,TRUE
AY195786.2,TRUE
AY195787.1,TRUE
AY195788.2,TRUE
AY195789.2,TRUE
AY195790.2,TRUE
AY195791.2,TRUE
AY195792.2,TRUE
AY245555.1,TRUE
AY255133.1,FALSE
AY255134.2,TRUE
AY255135.1,FALSE
AY255136.2,FALSE
AY255137.1,TRUE
AY255138.1,TRUE
AY255139.1,TRUE
AY255140.1,FALSE
AY255141.1,TRUE
AY255142.1,TRUE
AY255143.1,TRUE
AY255144.1,TRUE
AY255145.1,FALSE
AY255146.1,TRUE
AY255147.1,TRUE
AY255148.1,TRUE
AY255149.1,FALSE
AY255150.1,TRUE
AY255151.1,TRUE
AY255152.1,TRUE
AY255153.1,TRUE
AY255154.1,TRUE
AY255155.1,TRUE
AY255156.1,TRUE
AY255157.1,TRUE
AY255158.1,TRUE
AY255159.1,TRUE
AY255160.1,TRUE
AY255161.1,TRUE
AY255162.1,TRUE
AY255163.1,TRUE
AY255164.1,TRUE
AY255165.1,FALSE
AY255166.1,TRUE
AY255167.1,TRUE
AY255168.1,TRUE
AY255169.1,TRUE
AY255170.1,FALSE
AY255171.1,TRUE
AY255172.1,TRUE
AY255173.1,TRUE
AY255174.1,TRUE
AY255175.1,TRUE
AY255176.1,TRUE
AY255177.1,TRUE
AY255178.2,TRUE
AY255179.1,FALSE
AY255180.1,TRUE
AY275527.2,TRUE
AY275528.1,TRUE
AY275529.1,TRUE
AY275530.1,TRUE
AY275531.2,TRUE
AY275532.2,TRUE
AY275533.2,TRUE
AY275534.1,TRUE
AY275535.2,TRUE
AY275536.3,TRUE
AY275537.2,TRUE
AY289051.1,TRUE
AY289052.1,TRUE
AY289053.1,TRUE
AY289054.1,TRUE
AY289055.1,TRUE
AY289056.1,TRUE
AY289057.1,TRUE
AY289058.1,TRUE
AY289059.1,TRUE
AY289060.1,TRUE
AY289061.1,TRUE
AY289062.1,TRUE
AY289063.1,TRUE
AY289064.1,TRUE
AY289065.1,TRUE
AY289066.1,TRUE
AY289067.1,TRUE
AY289068.1,FALSE
AY289069.1,FALSE
AY289070.1,TRUE
AY289071.1,TRUE
AY289072.1,TRUE
AY289073.1,TRUE
AY289074.1,TRUE
AY289075.1,TRUE
AY289076.1,FALSE
AY289077.1,FALSE
AY289078.1,TRUE
AY289079.1,TRUE
AY289080.1,FALSE
AY289081.1,TRUE
AY289082.1,TRUE
AY289083.1,FALSE
AY289084.1,TRUE
AY289085.1,TRUE
AY289086.1,TRUE
AY289087.1,TRUE
AY289088.1,TRUE
AY289089.1,TRUE
AY289090.1,TRUE
AY289091.1,TRUE
AY289092.1,TRUE
AY289093.1,FALSE
AY289094.1,FALSE
AY289095.1,TRUE
AY289096.1,TRUE
AY289097.1,TRUE
AY289098.1,TRUE
AY289099.1,TRUE
AY289100.1,FALSE
AY289101.1,FALSE
AY289102.1,FALSE
AY339402.1,TRUE
AY339403.1,TRUE
AY339404.1,TRUE
AY339405.1,TRUE
AY339406.1,TRUE
AY339407.1,TRUE
AY339408.1,TRUE
AY339409.2,TRUE
AY339410.2,TRUE
AY339411.1,TRUE
AY339412.1,TRUE
AY339413.1,TRUE
AY339414.1,TRUE
AY339415.1,TRUE
AY339416.1,TRUE
AY339417.1,TRUE
AY339418.1,TRUE
AY339419.1,TRUE
AY339420.1,TRUE
AY339421.1,TRUE
AY339422.1,TRUE
AY339423.1,TRUE
AY339424.1,TRUE
AY339425.1,TRUE
AY339426.1,TRUE
AY339427.1,TRUE
AY339428.1,TRUE
AY339429.1,TRUE
AY339430.1,TRUE
AY339431.1,TRUE
AY339432.1,TRUE
AY339433.1,TRUE
AY339434.1,TRUE
AY339435.1,TRUE
AY339436.1,TRUE
AY339437.1,TRUE
AY339438.1,TRUE
AY339439.1,TRUE
AY339440.1,TRUE
AY339441.1,TRUE
AY339442.1,TRUE
AY339443.1,TRUE
AY339444.1,TRUE
AY339445.1,TRUE
AY339446.1,TRUE
AY339447.1,TRUE
AY339448.1,TRUE
AY339449.1,TRUE
AY339450.1,TRUE
AY339451.1,TRUE
AY339452.1,TRUE
AY339453.1,TRUE
AY339454.1,TRUE
AY339455.1,TRUE
AY339456.1,TRUE
AY339457.1,TRUE
AY339458.1,TRUE
AY339459.1,TRUE
AY339460.2,TRUE
AY339461.2,TRUE
AY339462.2,TRUE
AY339463.2,TRUE
AY339464.2,TRUE
AY339465.2,TRUE
AY339466.2,TRUE
AY339467.2,TRUE
AY339468.2,TRUE
AY339469.2,TRUE
AY339470.2,TRUE
AY339471.1,TRUE
AY339472.2,TRUE
AY339473.2,TRUE
AY339474.2,TRUE
AY339475.2,TRUE
AY339476.2,TRUE
AY339477.2,TRUE
AY339478.2,TRUE
AY339479.2,TRUE
AY339480.2,TRUE
AY339481.2,TRUE
AY339482.2,TRUE
AY339483.2,TRUE
AY339484.2,TRUE
AY339485.2,TRUE
AY339486.2,TRUE
AY339487.2,TRUE
AY339488.2,TRUE
AY339489.2,TRUE
AY339490.2,TRUE
AY339491.2,TRUE
AY339492.2,TRUE
AY339493.2,TRUE
AY339494.2,TRUE
AY339495.2,TRUE
AY339496.2,TRUE
AY339497.2,TRUE
AY339498.1,FALSE
AY339499.1,FALSE
AY339500.1,FALSE
AY339501.1,FALSE
AY339502.1,TRUE
AY339503.2,TRUE
AY339504.2,TRUE
AY339505.1,TRUE
AY339506.2,TRUE
AY339507.2,TRUE
AY339508.2,TRUE
AY339509.2,TRUE
AY339510.2,TRUE
AY339511.2,TRUE
AY339512.2,TRUE
AY339513.2,TRUE
AY339514.1,TRUE
AY339515.1,TRUE
AY339516.1,TRUE
AY339517.1,TRUE
AY339518.1,TRUE
AY339519.1,TRUE
AY339520.1,TRUE
AY339521.1,TRUE
AY339522.2,TRUE
AY339523.1,TRUE
AY339524.1,TRUE
AY339525.1,TRUE
AY339526.1,TRUE
AY339527.1,TRUE
AY339528.1,TRUE
AY339529.2,TRUE
AY339530.1,TRUE
AY339531.1,TRUE
AY339532.1,TRUE
AY339533.1,TRUE
AY339534.1,TRUE
AY339535.1,TRUE
AY339536.1,TRUE
AY339537.1,TRUE
AY339538.1,TRUE
AY339539.1,TRUE
AY339540.1,TRUE
AY339541.1,TRUE
AY339542.1,TRUE
AY339543.1,TRUE
AY339544.1,TRUE
AY339545.1,TRUE
AY339546.1,TRUE
AY339547.1,TRUE
AY339548.1,TRUE
AY339549.1,TRUE
AY339550.1,TRUE
AY339551.1,TRUE
AY339552.1,TRUE
AY339553.1,TRUE
AY339554.2,TRUE
AY339555.2,TRUE
AY339556.2,TRUE
AY339557.2,TRUE
AY339558.2,TRUE
AY339559.2,TRUE
AY339560.2,TRUE
AY339561.2,TRUE
AY339562.2,TRUE
AY339563.2,TRUE
AY339564.2,TRUE
AY339565.2,TRUE
AY339566.1,TRUE
AY339567.1,TRUE
AY339568.1,TRUE
AY339569.1,FALSE
AY339570.1,TRUE
AY339571.1,TRUE
AY339572.1,TRUE
AY339573.1,TRUE
AY339574.1,TRUE
AY339575.1,TRUE
AY339576.1,TRUE
AY339577.1,TRUE
AY339578.1,TRUE
AY339579.1,TRUE
AY339580.1,TRUE
AY339581.2,TRUE
AY339582.1,TRUE
AY339583.1,TRUE
AY339584.1,TRUE
AY339585.1,TRUE
AY339586.1,TRUE
AY339587.1,TRUE
AY339588.1,TRUE
AY339589.1,TRUE
AY339590.1,TRUE
AY339591.1,TRUE
AY339592.1,TRUE
AY339593.1,TRUE
AY495090.1,TRUE
AY495091.1,TRUE
AY495092.1,TRUE
AY495093.1,TRUE
AY495094.1,TRUE
AY495095.1,TRUE
AY495096.1,TRUE
AY495097.1,TRUE
AY495098.1,TRUE
AY495099.1,TRUE
AY495100.1,TRUE
AY495101.1,TRUE
AY495102.1,TRUE
AY495103.1,TRUE
AY495104.1,TRUE
AY495105.2,TRUE
AY495106.2,TRUE
AY495107.1,TRUE
AY495108.1,TRUE
AY495109.1,TRUE
AY495110.1,TRUE
AY495111.1,TRUE
AY495112.1,TRUE
AY495113.1,TRUE
AY495114.1,TRUE
AY495115.1,TRUE
AY495116.1,TRUE
AY495117.1,TRUE
AY495118.1,TRUE
AY495119.1,TRUE
AY495120.1,TRUE
AY495121.1,TRUE
AY495122.1,TRUE
AY495123.2,TRUE
AY495124.1,TRUE
AY495125.1,TRUE
AY495126.1,TRUE
AY495127.2,TRUE
AY495128.2,TRUE
AY495129.1,TRUE
AY495130.1,TRUE
AY495131.1,TRUE
AY495132.1,TRUE
AY495133.1,TRUE
AY495134.1,TRUE
AY495135.1,TRUE
AY495136.1,TRUE
AY495137.1,TRUE
AY495138.1,TRUE
AY495139.1,TRUE
AY495140.1,TRUE
AY495141.1,TRUE
AY495142.1,TRUE
AY495143.2,TRUE
AY495144.1,TRUE
AY495145.2,TRUE
AY495146.1,TRUE
AY495147.1,TRUE
AY495148.1,TRUE
AY495149.1,TRUE
AY495150.1,TRUE
AY495151.1,TRUE
AY495152.1,TRUE
AY495153.1,TRUE
AY495154.1,TRUE
AY495155.1,TRUE
AY495156.2,TRUE
AY495157.1,TRUE
AY495158.1,TRUE
AY495159.1,TRUE
AY495160.1,TRUE
AY495161.1,TRUE
AY495162.1,TRUE
AY495163.1,TRUE
AY495164.1,TRUE
AY495165.1,TRUE
AY495166.1,TRUE
AY495167.1,TRUE
AY495168.1,TRUE
AY495169.1,TRUE
AY495170.1,TRUE
AY495171.1,TRUE
AY495172.1,TRUE
AY495173.1,TRUE
AY495174.1,TRUE
AY495175.1,TRUE
AY495176.1,TRUE
AY495177.1,TRUE
AY495178.1,TRUE
AY495179.1,TRUE
AY495180.1,TRUE
AY495181.1,TRUE
AY495182.1,TRUE
AY495183.1,TRUE
AY495184.1,TRUE
AY495185.1,TRUE
AY495186.1,TRUE
AY495187.1,TRUE
AY495188.1,TRUE
AY495189.1,TRUE
AY495190.1,TRUE
AY495191.1,TRUE
AY495192.1,TRUE
AY495193.1,TRUE
AY495194.1,TRUE
AY495195.1,TRUE
AY495196.1,TRUE
AY495197.1,TRUE
AY495198.1,TRUE
AY495199.1,TRUE
AY495200.1,TRUE
AY495201.1,TRUE
AY495202.1,TRUE
AY495203.1,TRUE
AY495204.1,TRUE
AY495205.1,TRUE
AY495206.1,TRUE
AY495207.1,TRUE
AY495208.1,TRUE
AY495209.1,TRUE
AY495210.1,TRUE
AY495211.1,TRUE
AY495212.1,TRUE
AY495213.1,TRUE
AY495214.1,TRUE
AY495215.1,TRUE
AY495216.1,TRUE
AY495217.1,TRUE
AY495218.1,TRUE
AY495219.1,TRUE
AY495220.1,TRUE
AY495221.1,TRUE
AY495222.1,TRUE
AY495223.1,TRUE
AY495224.1,TRUE
AY495225.1,TRUE
AY495226.1,TRUE
AY495227.1,TRUE
AY495228.1,TRUE
AY495229.1,TRUE
AY495230.1,TRUE
AY495231.1,TRUE
AY495232.1,TRUE
AY495233.1,TRUE
AY495234.1,TRUE
AY495235.1,TRUE
AY495236.1,TRUE
AY495237.1,TRUE
AY495238.1,TRUE
AY495239.1,TRUE
AY495240.1,TRUE
AY495241.1,TRUE
AY495242.1,TRUE
AY495243.1,TRUE
AY495244.1,TRUE
AY495245.1,TRUE
AY495246.1,TRUE
AY495247.1,TRUE
AY495248.1,TRUE
AY495249.1,TRUE
AY495250.1,TRUE
AY495251.1,TRUE
AY495252.1,TRUE
AY495253.1,TRUE
AY495254.1,TRUE
AY495255.1,TRUE
AY495256.1,TRUE
AY495257.1,TRUE
AY495258.1,TRUE
AY495259.1,TRUE
AY495260.1,TRUE
AY495261.1,TRUE
AY495262.1,TRUE
AY495263.1,TRUE
AY495264.1,TRUE
AY495265.1,TRUE
AY495266.1,TRUE
AY495267.1,TRUE
AY495268.1,TRUE
AY495269.1,TRUE
AY495270.1,TRUE
AY495271.1,TRUE
AY495272.1,TRUE
AY495273.1,TRUE
AY495274.1,TRUE
AY495275.1,TRUE
AY495276.1,TRUE
AY495277.1,TRUE
AY495278.1,TRUE
AY495279.1,TRUE
AY495280.1,TRUE
AY495281.1,TRUE
AY495282.1,TRUE
AY495283.1,TRUE
AY495284.1,TRUE
AY495285.1,TRUE
AY495286.1,TRUE
AY495287.1,TRUE
AY495288.1,TRUE
AY495289.1,TRUE
AY495290.1,TRUE
AY495291.1,TRUE
AY495292.1,TRUE
AY495293.1,TRUE
AY495294.1,TRUE
AY495295.1,TRUE
AY495296.1,TRUE
AY495297.1,TRUE
AY495298.1,TRUE
AY495299.1,TRUE
AY495300.1,TRUE
AY495301.1,TRUE
AY495302.1,TRUE
AY495303.1,TRUE
AY495304.1,TRUE
AY495305.1,TRUE
AY495306.1,TRUE
AY495307.1,TRUE
AY495308.1,TRUE
AY495309.1,TRUE
AY495310.1,TRUE
AY495311.1,TRUE
AY495312.1,TRUE
AY495313.1,TRUE
AY495314.1,TRUE
AY495315.1,TRUE
AY495316.1,TRUE
AY495317.1,TRUE
AY495318.1,TRUE
AY495319.1,TRUE
AY495320.1,TRUE
AY495321.1,TRUE
AY495322.1,TRUE
AY495323.1,TRUE
AY495324.1,TRUE
AY495325.1,TRUE
AY495326.1,TRUE
AY495327.1,TRUE
AY495328.1,TRUE
AY495329.1,TRUE
AY495330.1,TRUE
AY519484.2,FALSE
AY519485.2,TRUE
AY519486.1,TRUE
AY519487.2,TRUE
AY519488.1,TRUE
AY519489.2,FALSE
AY519490.2,TRUE
AY519491.2,TRUE
AY519492.2,FALSE
AY519493.2,TRUE
AY519494.2,FALSE
AY519495.2,FALSE
AY519496.2,TRUE
AY519497.2,TRUE
AY570524.1,TRUE
AY570525.2,TRUE
AY570526.1,TRUE
AY615359.1,TRUE
AY615360.2,TRUE
AY615361.1,TRUE
AY665667.1,TRUE
AY713976.1,TRUE
AY713977.1,TRUE
AY713978.1,TRUE
AY713979.1,TRUE
AY713980.1,TRUE
AY713981.1,TRUE
AY713982.1,TRUE
AY713983.1,TRUE
AY713984.1,TRUE
AY713985.1,TRUE
AY713986.1,TRUE
AY713987.1,TRUE
AY713988.1,TRUE
AY713989.1,TRUE
AY713990.1,TRUE
AY713991.1,TRUE
AY713992.1,TRUE
AY713993.1,TRUE
AY713994.1,TRUE
AY713995.1,TRUE
AY713996.1,TRUE
AY713997.1,TRUE
AY713998.1,TRUE
AY713999.1,TRUE
AY714000.1,TRUE
AY714001.1,TRUE
AY714002.1,TRUE
AY714003.1,TRUE
AY714004.1,TRUE
AY714005.1,TRUE
AY714006.1,TRUE
AY714007.1,TRUE
AY714008.1,TRUE
AY714009.1,TRUE
AY714010.1,TRUE
AY714011.1,TRUE
AY714012.1,TRUE
AY714013.1,TRUE
AY714014.1,TRUE
AY714015.1,TRUE
AY714016.1,TRUE
AY714017.1,TRUE
AY714018.1,TRUE
AY714019.1,TRUE
AY714020.1,TRUE
AY714021.1,TRUE
AY714022.1,TRUE
AY714023.1,TRUE
AY714024.1,TRUE
AY714025.1,TRUE
AY714026.1,TRUE
AY714027.1,TRUE
AY714028.1,TRUE
AY714029.1,TRUE
AY714030.1,TRUE
AY714031.1,TRUE
AY714032.1,TRUE
AY714033.1,TRUE
AY714034.1,TRUE
AY714035.1,TRUE
AY714036.1,TRUE
AY714037.1,TRUE
AY714038.1,TRUE
AY714039.1,TRUE
AY714040.1,TRUE
AY714041.1,TRUE
AY714042.1,TRUE
AY714043.1,TRUE
AY714044.1,TRUE
AY714045.1,TRUE
AY714046.1,TRUE
AY714047.1,TRUE
AY714048.1,TRUE
AY714049.1,TRUE
AY714050.1,TRUE
AY738940.1,TRUE
AY738941.1,TRUE
AY738942.1,TRUE
AY738943.1,TRUE
AY738944.1,TRUE
AY738945.1,TRUE
AY738946.1,TRUE
AY738947.1,TRUE
AY738948.1,TRUE
AY738949.1,TRUE
AY738950.1,TRUE
AY738951.1,TRUE
AY738952.1,TRUE
AY738953.1,TRUE
AY738954.1,TRUE
AY738955.1,TRUE
AY738956.1,TRUE
AY738957.1,TRUE
AY738958.1,TRUE
AY738959.1,TRUE
AY738960.1,TRUE
AY738961.1,TRUE
AY738962.1,TRUE
AY738963.1,TRUE
AY738964.1,TRUE
AY738965.1,TRUE
AY738966.1,TRUE
AY738967.1,TRUE
AY738968.1,TRUE
AY738969.1,TRUE
AY738970.1,TRUE
AY738971.1,TRUE
AY738972.1,TRUE
AY738973.1,TRUE
AY738974.1,TRUE
AY738975.1,TRUE
AY738976.1,TRUE
AY738977.1,TRUE
AY738978.1,TRUE
AY738979.1,TRUE
AY738980.1,TRUE
AY738981.1,TRUE
AY738982.1,TRUE
AY738983.1,TRUE
AY738984.1,TRUE
AY738985.1,TRUE
AY738986.1,TRUE
AY738987.1,TRUE
AY738988.1,TRUE
AY738989.1,TRUE
AY738990.1,TRUE
AY738991.1,TRUE
AY738992.1,TRUE
AY738993.1,TRUE
AY738994.1,TRUE
AY738995.1,TRUE
AY738996.1,TRUE
AY738997.1,TRUE
AY738998.1,TRUE
AY738999.1,TRUE
AY739000.1,TRUE
AY739001.1,TRUE
AY882379.1,TRUE
AY882380.1,TRUE
AY882381.1,TRUE
AY882382.1,TRUE
AY882383.1,TRUE
AY882384.1,TRUE
AY882385.2,TRUE
AY882386.1,TRUE
AY882387.1,TRUE
AY882388.1,TRUE
AY882389.1,TRUE
AY882390.1,TRUE
AY882391.2,TRUE
AY882392.1,TRUE
AY882393.1,TRUE
AY882394.1,TRUE
AY882395.1,TRUE
AY882396.1,TRUE
AY882397.1,TRUE
AY882398.1,TRUE
AY882399.1,TRUE
AY882400.1,TRUE
AY882401.1,TRUE
AY882402.1,TRUE
AY882403.1,TRUE
AY882404.1,TRUE
AY882405.1,TRUE
AY882406.1,TRUE
AY882407.1,TRUE
AY882408.1,TRUE
AY882409.1,TRUE
AY882410.1,TRUE
AY882411.1,TRUE
AY882412.1,TRUE
AY882413.1,TRUE
AY882414.1,TRUE
AY882415.1,TRUE
AY882416.1,TRUE
AY882417.1,TRUE
AY922253.1,TRUE
AY922254.1,TRUE
AY922255.1,TRUE
AY922256.1,TRUE
AY922257.1,TRUE
AY922258.1,TRUE
AY922259.1,TRUE
AY922260.1,TRUE
AY922261.1,TRUE
AY922262.1,TRUE
AY922263.1,TRUE
AY922264.1,TRUE
AY922265.1,TRUE
AY922266.1,TRUE
AY922267.1,TRUE
AY922268.1,TRUE
AY922269.1,TRUE
AY922270.1,TRUE
AY922271.1,TRUE
AY922272.1,TRUE
AY922273.1,TRUE
AY922274.1,TRUE
AY922275.1,TRUE
AY922276.1,TRUE
AY922277.1,TRUE
AY922278.1,TRUE
AY922279.1,TRUE
AY922280.1,TRUE
AY922281.1,TRUE
AY922282.1,TRUE
AY922283.1,TRUE
AY922284.1,TRUE
AY922285.1,TRUE
AY922286.1,TRUE
AY922287.1,TRUE
AY922288.1,TRUE
AY922289.1,TRUE
AY922290.1,TRUE
AY922291.1,TRUE
AY922292.1,FALSE
AY922293.1,TRUE
AY922294.1,TRUE
AY922295.1,TRUE
AY922296.1,TRUE
AY922297.1,TRUE
AY922298.1,TRUE
AY922299.1,TRUE
AY922300.1,FALSE
AY922301.1,TRUE
AY922302.1,TRUE
AY922303.1,TRUE
AY922304.1,TRUE
AY922305.1,TRUE
AY922306.1,TRUE
AY922307.1,TRUE
AY922308.1,TRUE
AY950286.1,FALSE
AY950287.1,FALSE
AY950288.1,FALSE
AY950289.2,TRUE
AY950290.1,FALSE
AY950291.2,TRUE
AY950292.2,TRUE
AY950293.2,TRUE
AY950294.2,TRUE
AY950295.2,TRUE
AY950296.2,TRUE
AY950297.2,FALSE
AY950298.2,TRUE
AY950299.2,TRUE
AY950300.2,TRUE
AY956412.1,TRUE
AY956413.2,TRUE
AY956414.1,TRUE
AY963572.1,TRUE
AY963573.2,TRUE
AY963574.2,FALSE
AY963575.2,TRUE
AY963576.2,TRUE
AY963577.2,TRUE
AY963578.2,TRUE
AY963579.3,TRUE
AY963580.2,TRUE
AY963581.2,TRUE
AY963582.2,TRUE
AY963583.2,TRUE
AY963584.2,TRUE
AY963585.2,TRUE
AY963586.3,TRUE
AY972053.1,FALSE
D38112.1,FALSE
DQ137398.1,TRUE
DQ137399.1,TRUE
DQ137400.1,TRUE
DQ137401.1,TRUE
DQ137402.1,TRUE
DQ137403.1,TRUE
DQ137404.1,TRUE
DQ137405.1,TRUE
DQ137406.1,TRUE
DQ137407.1,TRUE
DQ137408.1,TRUE
DQ137409.1,TRUE
DQ137410.1,TRUE
DQ137411.1,TRUE
DQ149511.1,TRUE
DQ149512.1,TRUE
DQ149513.1,TRUE
DQ149514.1,TRUE
DQ149515.1,TRUE
DQ149516.1,TRUE
DQ149517.1,TRUE
DQ149518.1,TRUE
DQ149519.1,TRUE
DQ149520.1,TRUE
DQ156208.1,TRUE
DQ156209.1,TRUE
DQ156210.1,TRUE
DQ156211.1,TRUE
DQ156212.1,TRUE
DQ156213.1,TRUE
DQ156214.1,TRUE
DQ200801.1,TRUE
DQ200802.1,TRUE
DQ200803.1,TRUE
DQ200804.1,TRUE
DQ200805.1,TRUE
DQ246811.1,TRUE
DQ246812.1,TRUE
DQ246813.1,TRUE
DQ246814.1,TRUE
DQ246815.1,TRUE
DQ246816.1,TRUE
DQ246817.1,TRUE
DQ246818.1,TRUE
DQ246819.1,TRUE
DQ246820.1,TRUE
DQ246821.1,TRUE
DQ246822.1,TRUE
DQ246823.1,TRUE
DQ246824.1,TRUE
DQ246825.1,TRUE
DQ246826.1,TRUE
DQ246827.1,TRUE
DQ246828.1,TRUE
DQ246829.1,TRUE
DQ246831.1,TRUE
DQ246832.1,TRUE
DQ272107.1,TRUE
DQ272108.1,TRUE
DQ272109.1,TRUE
DQ272110.1,TRUE
DQ272111.1,TRUE
DQ272112.1,TRUE
DQ272113.1,TRUE
DQ272114.1,TRUE
DQ272115.1,TRUE
DQ272116.1,TRUE
DQ272117.1,TRUE
DQ272118.1,TRUE
DQ272119.1,FALSE
DQ272120.1,FALSE
DQ272121.1,TRUE
DQ272122.1,TRUE
DQ272123.1,TRUE
DQ272124.1,TRUE
DQ272125.2,TRUE
DQ272126.1,TRUE
DQ282387.1,TRUE
DQ282388.1,TRUE
DQ282389.1,TRUE
DQ282390.1,TRUE
DQ282391.1,TRUE
DQ282392.1,TRUE
DQ282393.1,TRUE
DQ282394.1,TRUE
DQ282395.1,TRUE
DQ282396.1,TRUE
DQ282397.1,TRUE
DQ282398.1,TRUE
DQ282399.1,TRUE
DQ282400.1,TRUE
DQ282401.1,TRUE
DQ282402.1,TRUE
DQ282403.1,TRUE
DQ282404.1,TRUE
DQ282405.1,TRUE
DQ282406.1,TRUE
DQ282407.1,TRUE
DQ282408.1,TRUE
DQ282409.1,TRUE
DQ282410.1,TRUE
DQ282411.1,TRUE
DQ282412.1,TRUE
DQ282413.1,TRUE
DQ282414.1,TRUE
DQ282415.1,TRUE
DQ282416.1,TRUE
DQ282417.1,TRUE
DQ282418.1,TRUE
DQ282419.1,TRUE
DQ282420.1,TRUE
DQ282421.1,TRUE
DQ282422.1,TRUE
DQ282423.1,TRUE
DQ282424.1,TRUE
DQ282425.1,TRUE
DQ282426.1,TRUE
DQ282427.1,TRUE
DQ282428.1,TRUE
DQ282429.1,FALSE
DQ282430.1,FALSE
DQ282431.1,FALSE
DQ282432.1,FALSE
DQ282433.1,FALSE
DQ282434.1,FALSE
DQ282435.1,FALSE
DQ282436.1,FALSE
DQ282437.1,FALSE
DQ282438.1,FALSE
DQ282439.1,FALSE
DQ282440.1,FALSE
DQ282441.1,FALSE
DQ282442.1,FALSE
DQ282443.1,FALSE
DQ282444.1,FALSE
DQ282445.1,FALSE
DQ282446.1,FALSE
DQ282447.1,TRUE
DQ282448.1,TRUE
DQ282449.1,TRUE
DQ282450.1,TRUE
DQ282451.1,TRUE
DQ282452.1,TRUE
DQ282453.1,TRUE
DQ282454.1,TRUE
DQ282455.1,TRUE
DQ282456.1,TRUE
DQ282457.1,TRUE
DQ282458.2,TRUE
DQ282459.1,TRUE
DQ282460.1,TRUE
DQ282461.1,TRUE
DQ282462.1,TRUE
DQ282463.1,TRUE
DQ282464.1,TRUE
DQ282465.1,TRUE
DQ282466.1,TRUE
DQ282467.1,TRUE
DQ282468.1,TRUE
DQ282469.1,TRUE
DQ282470.1,TRUE
DQ282471.1,TRUE
DQ282472.1,TRUE
DQ282473.1,TRUE
DQ282474.1,TRUE
DQ282475.1,TRUE
DQ282476.1,TRUE
DQ282477.1,TRUE
DQ282478.1,TRUE
DQ282479.1,TRUE
DQ282480.1,TRUE
DQ282481.1,TRUE
DQ282482.1,TRUE
DQ282483.1,TRUE
DQ282484.1,TRUE
DQ282485.1,TRUE
DQ282486.1,TRUE
DQ282487.1,TRUE
DQ282488.1,TRUE
DQ282489.1,TRUE
DQ282490.1,TRUE
DQ282491.1,TRUE
DQ282492.1,TRUE
DQ282493.1,TRUE
DQ282494.1,TRUE
DQ282495.1,TRUE
DQ282496.1,TRUE
DQ282497.1,TRUE
DQ282498.1,TRUE
DQ282499.1,TRUE
DQ282500.1,TRUE
DQ282501.1,TRUE
DQ282502.1,TRUE
DQ282503.1,TRUE
DQ282504.1,TRUE
DQ282505.1,TRUE
DQ282506.1,TRUE
DQ282507.1,FALSE
DQ282508.1,TRUE
DQ282509.1,TRUE
DQ282510.1,TRUE
DQ282511.1,TRUE
DQ301789.1,TRUE
DQ301790.1,TRUE
DQ301791.1,TRUE
DQ301792.1,TRUE
DQ301793.1,TRUE
DQ301794.1,TRUE
DQ301795.1,TRUE
DQ301796.1,TRUE
DQ301797.1,TRUE
DQ301798.1,TRUE
DQ301799.1,TRUE
DQ301800.1,FALSE
DQ301801.1,TRUE
DQ301802.1,TRUE
DQ301803.1,TRUE
DQ301804.1,TRUE
DQ301805.1,TRUE
DQ301806.1,TRUE
DQ301807.1,TRUE
DQ301808.1,TRUE
DQ301809.1,TRUE
DQ301810.1,TRUE
DQ301811.1,TRUE
DQ301812.1,TRUE
DQ301813.1,TRUE
DQ301814.1,TRUE
DQ301815.1,TRUE
DQ301816.1,TRUE
DQ301817.1,TRUE
DQ301818.1,TRUE
DQ304897.1,TRUE
DQ304898.1,TRUE
DQ304899.1,TRUE
DQ304900.1,TRUE
DQ304901.1,TRUE
DQ304902.1,TRUE
DQ304903.1,TRUE
DQ304904.1,TRUE
DQ304905.1,TRUE
DQ304906.1,TRUE
DQ304907.1,TRUE
DQ304908.1,TRUE
DQ304909.1,TRUE
DQ304910.1,TRUE
DQ304911.1,TRUE
DQ304912.1,TRUE
DQ304913.1,TRUE
DQ304914.1,TRUE
DQ304915.1,TRUE
DQ304916.1,TRUE
DQ304917.1,TRUE
DQ304918.1,TRUE
DQ304919.1,TRUE
DQ304920.1,TRUE
DQ304921.1,TRUE
DQ304922.1,TRUE
DQ304923.1,TRUE
DQ304924.1,TRUE
DQ304925.1,TRUE
DQ304926.1,TRUE
DQ304927.1,TRUE
DQ304928.1,TRUE
DQ304929.1,TRUE
DQ304930.1,TRUE
DQ304931.1,TRUE
DQ304932.1,TRUE
DQ304933.1,TRUE
DQ304934.1,TRUE
DQ304935.1,TRUE
DQ304936.1,TRUE
DQ304937.1,TRUE
DQ304938.1,FALSE
DQ304939.1,TRUE
DQ304940.1,FALSE
DQ304941.1,TRUE
DQ304942.1,TRUE
